Session Information:,,,,Device Information:,,,,Oarlock Information:,,,,Oarlock Settings:

Name:,JustGo-2003M,,,Name:,SpdCoach 2669346,,,Firmware:,---,,,Boat ID:,---
Start Time:,07/20/2026 17:05:57,,,Model:,---,,,,,,,Seat Number:,---
Type:,Just Go,,,Serial:,,,,,,,,Port Starboard:,---
System of Units:,Meters/Split500,,,Firmware Version:,---,,,,,,,Oar Length:,---
Speed Input:,GPS,,,Profile Version:,---,,,,,,,Inboard Length:,---
,,,,Hardware Version:,---,,,,,,,,
,,,,LiNK Version:,2.1.68,,,,,,,,


Session Summary:

Total Intervals,Total Distance (GPS),Total Distance (IMP),Total Elapsed Time,Avg Split (GPS),Avg Speed (GPS),Avg Split (IMP),Avg Speed (IMP),Avg Stroke Rate,Total Strokes,Distance/Stroke (GPS),Distance/Stroke (IMP),Avg Heart Rate,Avg Power,Avg Catch,Avg Slip,Avg Finish,Avg Wash,Avg Force Avg,Avg Work,Avg Force Max,Avg Max Force Angle,Start GPS Lat.,Start GPS Lon.
1,291.8,0.0,00:01:26.1,00:02:17.3,3.64,00:00:00.0,0.00,18.5,27,11.2,0.0,---,---,---,---,---,---,---,---,---,---,40.1375456,-82.8780545
1,303.1,0.0,00:01:29.3,00:02:20.0,3.57,00:00:00.0,0.00,19.5,28,11.3,0.0,---,---,---,---,---,---,---,---,---,---,40.1376453,-82.8780317
1,313.8,0.0,00:01:32.3,00:02:22.4,3.51,00:00:00.0,0.00,20.0,29,10.7,0.0,---,---,---,---,---,---,---,---,---,---,40.1377398,-82.8780092
1,324.5,0.0,00:01:35.3,00:02:23.2,3.49,00:00:00.0,0.00,20.0,30,10.7,0.0,---,---,---,---,---,---,---,---,---,---,40.1378347,-82.8779873
1,341.0,0.0,00:01:40.5,00:02:27.4,3.39,00:00:00.0,0.00,11.5,31,16.5,0.0,---,---,---,---,---,---,---,---,---,---,40.1379801,-82.8779493
1,351.5,0.0,00:01:43.5,00:02:33.3,3.26,00:00:00.0,0.00,19.5,32,10.4,0.0,---,---,---,---,---,---,---,---,---,---,40.1380720,-82.8779257
1,366.0,0.0,00:01:47.7,00:02:31.9,3.29,00:00:00.0,0.00,14.5,33,14.5,0.0,---,---,---,---,---,---,---,---,---,---,40.1381990,-82.8778879
1,376.6,0.0,00:01:50.7,00:02:30.1,3.33,00:00:00.0,0.00,19.5,34,10.6,0.0,---,---,---,---,---,---,---,---,---,---,40.1382914,-82.8778592
1,390.7,0.0,00:01:54.7,00:02:24.5,3.46,00:00:00.0,0.00,15.0,35,14.1,0.0,---,---,---,---,---,---,---,---,---,---,40.1384154,-82.8778258
1,401.1,0.0,00:01:57.9,00:02:30.6,3.32,00:00:00.0,0.00,19.5,36,10.4,0.0,---,---,---,---,---,---,---,---,---,---,40.1385072,-82.8778009
1,427.1,0.0,00:02:07.2,00:03:20.8,2.49,00:00:00.0,0.00,34.5,37,26.0,0.0,---,---,---,---,---,---,---,---,---,---,40.1388549,-82.8777143
1,430.5,0.0,00:02:08.4,00:03:24.9,2.44,00:00:00.0,0.00,37.5,38,3.5,0.0,---,---,---,---,---,---,---,---,---,---,40.1388859,-82.8777105
1,442.6,0.0,00:02:12.6,00:02:48.9,2.96,00:00:00.0,0.00,14.5,39,12.1,0.0,---,---,---,---,---,---,---,---,---,---,40.1389927,-82.8776859
1,453.3,0.0,00:02:15.9,00:02:48.3,2.97,00:00:00.0,0.00,19.5,40,10.6,0.0,---,---,---,---,---,---,---,---,---,---,40.1390864,-82.8776605
1,480.6,0.0,00:02:25.3,00:02:53.6,2.88,00:00:00.0,0.00,32.5,41,27.4,0.0,---,---,---,---,---,---,---,---,---,---,40.1393929,-82.8775619
1,484.5,0.0,00:02:26.5,00:03:03.8,2.72,00:00:00.0,0.00,38.0,42,3.9,0.0,---,---,---,---,---,---,---,---,---,---,40.1394274,-82.8775517
1,500.5,0.0,00:02:31.9,00:02:39.7,3.13,00:00:00.0,0.00,12.0,43,16.0,0.0,---,---,---,---,---,---,---,---,---,---,40.1395665,-82.8775053
1,510.3,0.0,00:02:34.9,00:02:41.2,3.10,00:00:00.0,0.00,19.0,44,9.8,0.0,---,---,---,---,---,---,---,---,---,---,40.1396521,-82.8774798
1,531.2,0.0,00:02:41.1,00:02:39.2,3.14,00:00:00.0,0.00,9.5,45,20.9,0.0,---,---,---,---,---,---,---,---,---,---,40.1398363,-82.8774314
1,542.5,0.0,00:02:44.5,00:02:37.2,3.18,00:00:00.0,0.00,18.5,46,11.3,0.0,---,---,---,---,---,---,---,---,---,---,40.1399364,-82.8774081
1,561.5,0.0,00:02:50.3,00:02:35.7,3.21,00:00:00.0,0.00,10.5,47,19.0,0.0,---,---,---,---,---,---,---,---,---,---,40.1401045,-82.8773715
1,572.2,0.0,00:02:53.5,00:02:34.3,3.24,00:00:00.0,0.00,18.0,48,10.8,0.0,---,---,---,---,---,---,---,---,---,---,40.1402004,-82.8773551
1,589.0,0.0,00:02:58.9,00:02:35.7,3.21,00:00:00.0,0.00,11.5,49,16.7,0.0,---,---,---,---,---,---,---,---,---,---,40.1403482,-82.8773218
1,598.8,0.0,00:03:01.9,00:02:37.2,3.18,00:00:00.0,0.00,19.0,50,9.8,0.0,---,---,---,---,---,---,---,---,---,---,40.1404352,-82.8773028
1,608.9,0.0,00:03:04.9,00:02:35.7,3.21,00:00:00.0,0.00,19.0,51,10.1,0.0,---,---,---,---,---,---,---,---,---,---,40.1405240,-82.8772776
1,619.6,0.0,00:03:08.0,00:02:29.6,3.34,00:00:00.0,0.00,19.5,52,10.7,0.0,---,---,---,---,---,---,---,---,---,---,40.1406194,-82.8772655
1,630.8,0.0,00:03:11.1,00:02:27.0,3.40,00:00:00.0,0.00,19.5,53,11.3,0.0,---,---,---,---,---,---,---,---,---,---,40.1407203,-82.8772548
1,642.4,0.0,00:03:14.1,00:02:19.2,3.59,00:00:00.0,0.00,19.5,54,11.5,0.0,---,---,---,---,---,---,---,---,---,---,40.1408233,-82.8772448
1,655.0,0.0,00:03:17.3,00:02:12.2,3.78,00:00:00.0,0.00,19.5,55,12.6,0.0,---,---,---,---,---,---,---,---,---,---,40.1409365,-82.8772400
1,667.1,0.0,00:03:20.5,00:02:11.5,3.80,00:00:00.0,0.00,19.5,56,12.1,0.0,---,---,---,---,---,---,---,---,---,---,40.1410452,-82.8772398
1,678.2,0.0,00:03:23.5,00:02:11.9,3.79,00:00:00.0,0.00,20.0,57,11.1,0.0,---,---,---,---,---,---,---,---,---,---,40.1411454,-82.8772416
1,689.3,0.0,00:03:26.5,00:02:12.9,3.76,00:00:00.0,0.00,20.0,58,11.1,0.0,---,---,---,---,---,---,---,---,---,---,40.1412453,-82.8772381
1,702.1,0.0,00:03:29.9,00:02:15.8,3.68,00:00:00.0,0.00,17.5,59,12.8,0.0,---,---,---,---,---,---,---,---,---,---,40.1413600,-82.8772446
1,710.2,0.0,00:03:32.7,00:02:28.8,3.36,00:00:00.0,0.00,21.5,60,8.1,0.0,---,---,---,---,---,---,---,---,---,---,40.1414327,-82.8772477
1,719.8,0.0,00:03:35.7,00:02:42.3,3.08,00:00:00.0,0.00,19.5,61,9.6,0.0,---,---,---,---,---,---,---,---,---,---,40.1415192,-82.8772474
1,731.0,0.0,00:03:38.9,00:02:35.2,3.22,00:00:00.0,0.00,19.5,62,11.2,0.0,---,---,---,---,---,---,---,---,---,---,40.1416196,-82.8772414
1,741.6,0.0,00:03:41.9,00:02:26.1,3.42,00:00:00.0,0.00,19.5,63,10.6,0.0,---,---,---,---,---,---,---,---,---,---,40.1417146,-82.8772372
1,752.2,0.0,00:03:45.1,00:02:24.9,3.45,00:00:00.0,0.00,19.0,64,10.6,0.0,---,---,---,---,---,---,---,---,---,---,40.1418097,-82.8772307
1,763.0,0.0,00:03:48.3,00:02:25.3,3.44,00:00:00.0,0.00,18.5,65,10.8,0.0,---,---,---,---,---,---,---,---,---,---,40.1419053,-82.8772086
1,773.8,0.0,00:03:51.5,00:02:24.0,3.47,00:00:00.0,0.00,19.0,66,10.7,0.0,---,---,---,---,---,---,---,---,---,---,40.1419996,-82.8771820
1,785.5,0.0,00:03:54.7,00:02:22.8,3.50,00:00:00.0,0.00,19.0,67,11.8,0.0,---,---,---,---,---,---,---,---,---,---,40.1421039,-82.8771599
1,796.5,0.0,00:03:57.7,00:02:20.8,3.55,00:00:00.0,0.00,19.0,68,10.9,0.0,---,---,---,---,---,---,---,---,---,---,40.1422005,-82.8771360
1,808.2,0.0,00:04:01.1,00:02:21.2,3.54,00:00:00.0,0.00,19.0,69,11.6,0.0,---,---,---,---,---,---,---,---,---,---,40.1423025,-82.8771042
1,831.7,0.0,00:04:08.5,00:02:32.4,3.28,00:00:00.0,0.00,8.0,70,23.6,0.0,---,---,---,---,---,---,---,---,---,---,40.1425101,-82.8770511
1,838.0,0.0,00:04:10.5,00:02:53.6,2.88,00:00:00.0,0.00,36.0,71,6.3,0.0,---,---,---,---,---,---,---,---,---,---,40.1425655,-82.8770360
1,841.3,0.0,00:04:11.7,00:02:47.2,2.99,00:00:00.0,0.00,39.5,72,3.3,0.0,---,---,---,---,---,---,---,---,---,---,40.1425945,-82.8770299
1,850.7,0.0,00:04:14.7,00:02:35.7,3.21,00:00:00.0,0.00,19.5,73,9.5,0.0,---,---,---,---,---,---,---,---,---,---,40.1426774,-82.8770063
1,861.2,0.0,00:04:17.9,00:02:37.7,3.17,00:00:00.0,0.00,19.5,74,10.5,0.0,---,---,---,---,---,---,---,---,---,---,40.1427705,-82.8769902
1,871.5,0.0,00:04:21.1,00:02:30.6,3.32,00:00:00.0,0.00,19.0,75,10.3,0.0,---,---,---,---,---,---,---,---,---,---,40.1428622,-82.8769708
1,881.8,0.0,00:04:24.1,00:02:28.8,3.36,00:00:00.0,0.00,20.0,76,10.3,0.0,---,---,---,---,---,---,---,---,---,---,40.1429526,-82.8769455
1,891.8,0.0,00:04:27.1,00:02:29.6,3.34,00:00:00.0,0.00,19.0,77,10.0,0.0,---,---,---,---,---,---,---,---,---,---,40.1430408,-82.8769238
1,902.8,0.0,00:04:30.3,00:02:25.7,3.43,00:00:00.0,0.00,19.5,78,10.9,0.0,---,---,---,---,---,---,---,---,---,---,40.1431380,-82.8769007
1,913.6,0.0,00:04:33.3,00:02:21.6,3.53,00:00:00.0,0.00,20.0,79,10.8,0.0,---,---,---,---,---,---,---,---,---,---,40.1432336,-82.8768792
1,925.7,0.0,00:04:36.5,00:02:18.1,3.62,00:00:00.0,0.00,19.0,80,12.1,0.0,---,---,---,---,---,---,---,---,---,---,40.1433408,-82.8768579
1,937.2,0.0,00:04:39.5,00:02:13.6,3.74,00:00:00.0,0.00,19.5,81,11.6,0.0,---,---,---,---,---,---,---,---,---,---,40.1434438,-82.8768392
1,948.7,0.0,00:04:42.7,00:02:14.7,3.71,00:00:00.0,0.00,19.5,82,11.4,0.0,---,---,---,---,---,---,---,---,---,---,40.1435458,-82.8768250
1,960.6,0.0,00:04:45.9,00:02:17.3,3.64,00:00:00.0,0.00,19.0,83,12.0,0.0,---,---,---,---,---,---,---,---,---,---,40.1436530,-82.8768128
1,971.6,0.0,00:04:48.9,00:02:16.9,3.65,00:00:00.0,0.00,19.5,84,11.0,0.0,---,---,---,---,---,---,---,---,---,---,40.1437507,-82.8767971
1,981.7,0.0,00:04:51.9,00:02:23.6,3.48,00:00:00.0,0.00,20.0,85,10.1,0.0,---,---,---,---,---,---,---,---,---,---,40.1438408,-82.8767786
1,991.7,0.0,00:04:54.9,00:02:30.6,3.32,00:00:00.0,0.00,20.0,86,10.0,0.0,---,---,---,---,---,---,---,---,---,---,40.1439298,-82.8767639
1,1007.6,0.0,00:04:59.7,00:02:31.0,3.31,00:00:00.0,0.00,13.0,87,15.8,0.0,---,---,---,---,---,---,---,---,---,---,40.1440707,-82.8767384
1,1017.8,0.0,00:05:02.7,00:02:31.9,3.29,00:00:00.0,0.00,19.0,88,10.3,0.0,---,---,---,---,---,---,---,---,---,---,40.1441618,-82.8767232
1,1031.6,0.0,00:05:06.7,00:02:28.3,3.37,00:00:00.0,0.00,15.0,89,13.8,0.0,---,---,---,---,---,---,---,---,---,---,40.1442844,-82.8766960
1,1042.5,0.0,00:05:09.7,00:02:24.5,3.46,00:00:00.0,0.00,19.5,90,10.8,0.0,---,---,---,---,---,---,---,---,---,---,40.1443805,-82.8766753
1,1056.6,0.0,00:05:13.9,00:02:24.0,3.47,00:00:00.0,0.00,14.5,91,14.1,0.0,---,---,---,---,---,---,---,---,---,---,40.1445061,-82.8766503
1,1067.1,0.0,00:05:16.9,00:02:25.7,3.43,00:00:00.0,0.00,19.5,92,10.5,0.0,---,---,---,---,---,---,---,---,---,---,40.1445987,-82.8766305
1,1081.8,0.0,00:05:21.1,00:02:26.6,3.41,00:00:00.0,0.00,14.0,93,14.7,0.0,---,---,---,---,---,---,---,---,---,---,40.1447289,-82.8765997
1,1092.9,0.0,00:05:24.3,00:02:25.3,3.44,00:00:00.0,0.00,19.0,94,11.1,0.0,---,---,---,---,---,---,---,---,---,---,40.1448271,-82.8765803
1,1107.0,0.0,00:05:28.5,00:02:27.4,3.39,00:00:00.0,0.00,14.5,95,14.1,0.0,---,---,---,---,---,---,---,---,---,---,40.1449521,-82.8765524
1,1117.0,0.0,00:05:31.5,00:02:32.4,3.28,00:00:00.0,0.00,19.5,96,10.0,0.0,---,---,---,---,---,---,---,---,---,---,40.1450415,-82.8765399
1,1131.4,0.0,00:05:35.7,00:02:29.6,3.34,00:00:00.0,0.00,14.5,97,14.5,0.0,---,---,---,---,---,---,---,---,---,---,40.1451702,-82.8765192
1,1141.5,0.0,00:05:38.7,00:02:28.8,3.36,00:00:00.0,0.00,19.5,98,10.1,0.0,---,---,---,---,---,---,---,---,---,---,40.1452603,-82.8765080
1,1161.6,0.0,00:05:45.1,00:02:35.7,3.21,00:00:00.0,0.00,9.5,99,20.1,0.0,---,---,---,---,---,---,---,---,---,---,40.1454402,-82.8764829
1,1171.3,0.0,00:05:48.1,00:02:41.2,3.10,00:00:00.0,0.00,18.5,100,9.6,0.0,---,---,---,---,---,---,---,---,---,---,40.1455263,-82.8764746
1,1187.6,0.0,00:05:53.0,00:02:37.7,3.17,00:00:00.0,0.00,12.5,101,16.4,0.0,---,---,---,---,---,---,---,---,---,---,40.1456730,-82.8764628
1,1198.8,0.0,00:05:56.1,00:02:28.3,3.37,00:00:00.0,0.00,19.0,102,11.2,0.0,---,---,---,---,---,---,---,---,---,---,40.1457734,-82.8764523
1,1216.2,0.0,00:06:01.3,00:02:26.6,3.41,00:00:00.0,0.00,11.5,103,17.4,0.0,---,---,---,---,---,---,---,---,---,---,40.1459290,-82.8764348
1,1226.8,0.0,00:06:04.5,00:02:35.7,3.21,00:00:00.0,0.00,19.0,104,10.6,0.0,---,---,---,---,---,---,---,---,---,---,40.1460235,-82.8764213
1,1243.2,0.0,00:06:09.7,00:02:41.8,3.09,00:00:00.0,0.00,11.5,105,16.4,0.0,---,---,---,---,---,---,---,---,---,---,40.1461701,-82.8764014
1,1254.0,0.0,00:06:13.1,00:02:42.3,3.08,00:00:00.0,0.00,18.5,106,10.8,0.0,---,---,---,---,---,---,---,---,---,---,40.1462669,-82.8763916
1,1271.9,0.0,00:06:18.7,00:02:44.4,3.04,00:00:00.0,0.00,10.5,107,17.9,0.0,---,---,---,---,---,---,---,---,---,---,40.1464268,-82.8763722
1,1281.9,0.0,00:06:21.7,00:02:42.8,3.07,00:00:00.0,0.00,19.0,108,10.0,0.0,---,---,---,---,---,---,---,---,---,---,40.1465162,-82.8763636
1,1293.0,0.0,00:06:25.1,00:02:39.2,3.14,00:00:00.0,0.00,19.0,109,11.1,0.0,---,---,---,---,---,---,---,---,---,---,40.1466158,-82.8763537
1,1303.2,0.0,00:06:28.1,00:02:31.5,3.30,00:00:00.0,0.00,19.5,110,10.2,0.0,---,---,---,---,---,---,---,---,---,---,40.1467070,-82.8763405
1,1312.3,0.0,00:06:31.1,00:02:34.3,3.24,00:00:00.0,0.00,20.0,111,9.0,0.0,---,---,---,---,---,---,---,---,---,---,40.1467874,-82.8763270
1,1323.2,0.0,00:06:34.1,00:02:39.2,3.14,00:00:00.0,0.00,20.0,112,10.9,0.0,---,---,---,---,---,---,---,---,---,---,40.1468850,-82.8763205
1,1333.1,0.0,00:06:37.1,00:02:31.0,3.31,00:00:00.0,0.00,20.5,113,10.0,0.0,---,---,---,---,---,---,---,---,---,---,40.1469739,-82.8763048
1,1343.4,0.0,00:06:40.1,00:02:28.8,3.36,00:00:00.0,0.00,19.5,114,10.2,0.0,---,---,---,---,---,---,---,---,---,---,40.1470660,-82.8763036
1,1354.9,0.0,00:06:43.3,00:02:27.9,3.38,00:00:00.0,0.00,20.0,115,11.5,0.0,---,---,---,---,---,---,---,---,---,---,40.1471693,-82.8762989
1,1365.3,0.0,00:06:46.3,00:02:24.5,3.46,00:00:00.0,0.00,19.0,116,10.4,0.0,---,---,---,---,---,---,---,---,---,---,40.1472628,-82.8762917
1,1376.8,0.0,00:06:49.5,00:02:24.5,3.46,00:00:00.0,0.00,19.5,117,11.5,0.0,---,---,---,---,---,---,---,---,---,---,40.1473654,-82.8762802
1,1387.2,0.0,00:06:52.5,00:02:25.7,3.43,00:00:00.0,0.00,19.5,118,10.4,0.0,---,---,---,---,---,---,---,---,---,---,40.1474589,-82.8762715
1,1398.7,0.0,00:06:55.9,00:02:24.5,3.46,00:00:00.0,0.00,19.0,119,11.5,0.0,---,---,---,---,---,---,---,---,---,---,40.1475614,-82.8762594
1,1409.5,0.0,00:06:58.9,00:02:20.0,3.57,00:00:00.0,0.00,19.5,120,10.8,0.0,---,---,---,---,---,---,---,---,---,---,40.1476589,-82.8762603
1,1420.4,0.0,00:07:01.9,00:02:19.2,3.59,00:00:00.0,0.00,19.5,121,10.9,0.0,---,---,---,---,---,---,---,---,---,---,40.1477567,-82.8762540
1,1431.2,0.0,00:07:04.9,00:02:20.4,3.56,00:00:00.0,0.00,19.0,122,10.8,0.0,---,---,---,---,---,---,---,---,---,---,40.1478532,-82.8762501
1,1442.3,0.0,00:07:08.0,00:02:22.0,3.52,00:00:00.0,0.00,19.5,123,11.1,0.0,---,---,---,---,---,---,---,---,---,---,40.1479529,-82.8762454
1,1454.1,0.0,00:07:11.3,00:02:22.4,3.51,00:00:00.0,0.00,19.0,124,11.9,0.0,---,---,---,---,---,---,---,---,---,---,40.1480591,-82.8762351
1,1464.7,0.0,00:07:14.3,00:02:22.4,3.51,00:00:00.0,0.00,19.0,125,10.5,0.0,---,---,---,---,---,---,---,---,---,---,40.1481538,-82.8762431
1,1475.3,0.0,00:07:17.5,00:02:24.5,3.46,00:00:00.0,0.00,19.5,126,10.7,0.0,---,---,---,---,---,---,---,---,---,---,40.1482497,-82.8762452
1,1485.9,0.0,00:07:20.5,00:02:24.0,3.47,00:00:00.0,0.00,19.5,127,10.5,0.0,---,---,---,---,---,---,---,---,---,---,40.1483441,-82.8762539
1,1497.2,0.0,00:07:23.7,00:02:22.4,3.51,00:00:00.0,0.00,19.5,128,11.3,0.0,---,---,---,---,---,---,---,---,---,---,40.1484449,-82.8762697
1,1508.9,0.0,00:07:26.7,00:02:19.2,3.59,00:00:00.0,0.00,19.0,129,11.7,0.0,---,---,---,---,---,---,---,---,---,---,40.1485489,-82.8762893
1,1520.0,0.0,00:07:29.9,00:02:17.7,3.63,00:00:00.0,0.00,20.0,130,11.2,0.0,---,---,---,---,---,---,---,---,---,---,40.1486470,-82.8763178
1,1530.6,0.0,00:07:32.9,00:02:21.6,3.53,00:00:00.0,0.00,19.5,131,10.6,0.0,---,---,---,---,---,---,---,---,---,---,40.1487406,-82.8763363
1,1541.4,0.0,00:07:35.9,00:02:21.6,3.53,00:00:00.0,0.00,20.0,132,10.7,0.0,---,---,---,---,---,---,---,---,---,---,40.1488364,-82.8763514
1,1551.7,0.0,00:07:38.9,00:02:20.8,3.55,00:00:00.0,0.00,20.0,133,10.4,0.0,---,---,---,---,---,---,---,---,---,---,40.1489291,-82.8763625
